video_title,views,likes,comments,published_date,like_ratio,view_ratio,comment_ratio,month,year,day_of_month,week_of_year,quarter,is_weekend,day_Friday,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,channel_title_3blue1brown,channel_title_CodeWithHarry,channel_title_GoogleDevelopers,channel_title_JomaTech,channel_title_LukeBarousse,channel_title_TechWithTim,channel_title_TheCodingTrain,channel_title_TheNetNinja,channel_title_WelchLabs,channel_title_aiExplained,channel_title_codebasics,channel_title_coreyms,channel_title_freecodecamp,channel_title_krishnaik06,channel_title_mlstreettalk,channel_title_realpython,channel_title_sentdex,channel_title_simplilearn,channel_title_statquest,log_views,is_viral
Python Function Argument Unpacking Tutorial (* and ** Operators),48889,1229,58,2017-01-17,0.025138579230501695,842.913793101995,0.00118636094008877,1,2017,17,3,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10.797328155572691,0
My Experience at PyCon Germany 2016 – Day 1,1268,26,4,2017-01-10,0.02050473186119712,316.999999992075,0.0031545741324918645,1,2017,10,2,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.1459844677143876,0
Cool New Features in Python 3.6,27131,494,31,2016-12-20,0.018207954000958246,875.1935483842736,0.0011426044008698494,12,2016,20,51,4,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10.20846912206597,0
Programmer Portfolio – Example and Walkthrough,17486,272,5,2016-11-30,0.015555301383964227,3497.199999930056,0.0002859430401464012,11,2016,30,48,4,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9.76921302671366,0
My Python Code Looks Ugly and Confusing – Help!,40067,535,16,2016-11-08,0.01335263433748468,2504.187499984349,0.0003993311203733736,11,2016,8,45,4,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10.598333289731654,0
Setting up Sublime Text for Python Developers,7408,33,11,2016-10-04,0.004454643628509659,673.4545454484231,0.0014848812095032196,10,2016,4,40,4,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.910450756416656,0
Reading Hacker News Without Wasting Tons of Time,6927,133,9,2016-07-19,0.01920023098022204,769.6666666581148,0.001299263750541341,7,2016,19,29,3,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.843326450242271,0
"Reinforcement Learning with Human Feedback (RLHF), Clearly Explained!!!",18306,652,67,2025-05-05,0.035616737681634245,273.2238805966071,0.003660002185075912,5,2025,5,19,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.815038779351015,0
Reinforcement Learning with Neural Networks: Mathematical Details,16686,494,55,2025-04-14,0.029605657437372472,303.38181818126657,0.003296176435334992,4,2025,14,16,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.722385252146903,0
Reinforcement Learning with Neural Networks: Essential Concepts,23056,736,69,2025-04-07,0.03192227619708522,334.1449275357476,0.0029927133934767396,4,2025,7,15,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.045724689956613,0
Reinforcement Learning: Essential Concepts,40331,1652,156,2025-03-31,0.0409610473333167,258.5320512818856,0.0038679923631945554,3,2025,31,14,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.604900477513105,0
StatQuest on DeepLearning.AI!!! Check out my short course on attention!,14216,707,50,2025-02-12,0.04973269555430466,284.31999999943133,0.003517163759144601,2,2025,12,7,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.562193710635698,0
StatQuest with Josh Starmer is live!,7659,178,25,2025-02-06,0.023240631936283805,306.3599999987746,0.003264133698916265,2,2025,6,6,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.943767262734637,0
Luis Serrano + Josh  Starmer Q&A Livestream!!!,5058,115,12,2024-10-10,0.02273625939106321,421.4999999964875,0.002372479240806596,10,2024,10,41,4,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.528924114291936,0
Human Stories in AI: Nana Janashia@TechWorld With Nana,7781,153,28,2024-09-09,0.0196632823544529,277.8928571418647,0.0035985091890502045,9,2024,9,37,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.9595686535445,0
A few more lessons from my Pop!,7689,338,53,2024-09-04,0.04395890232800047,145.07547169783948,0.0068929639745089494,9,2024,4,36,3,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.94767606249969,0
Human Stories in AI: Abbas Merchant@Matics Analytics,6882,139,27,2024-07-29,0.020197616971810228,254.88888888794486,0.003923278116826447,7,2024,29,31,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.836809882398365,0
Luis Serrano + Jay Alammar + Josh  Starmer Q&A Livestream!!!,6550,167,14,2024-07-13,0.02549618320610648,467.857142853801,0.002137404580152639,7,2024,13,28,3,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.787372988731876,0
Coding a ChatGPT Like Transformer From Scratch in PyTorch,84611,2435,242,2024-07-01,0.028778763990497655,349.6322314048142,0.002860148207679849,7,2024,1,27,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.345831379507041,0
Human Stories in AI: Amy Finnegan,5525,83,9,2024-06-17,0.015022624434388869,613.8888888820679,0.00162895927601807,6,2024,17,25,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.617219505483362,0
Human Stories in AI: Xavier Moyá,4663,64,12,2024-06-03,0.013725069697619264,388.5833333300951,0.0025734505683036118,6,2024,3,23,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.447628728030327,0
Human Stories in AI: Tommy Tang,4930,96,23,2024-05-20,0.019472616632859645,214.34782608602458,0.0046653144016226234,5,2024,20,21,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.503297086224126,0
Luis Serrano + Josh Starmer Q&A Livestream!!!,6166,166,64,2024-05-11,0.026921829386960316,96.34374999984946,0.010379500486538917,5,2024,11,19,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.726967774991493,0
Human Stories in AI: Simon Stochholm,4890,89,23,2024-04-29,0.018200408997954637,212.60869565124955,0.004703476482617491,4,2024,29,18,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.495152060539358,0
Log_e Song - Official Lyric Video,7119,311,84,2024-04-26,0.0436859109425475,84.7499999998991,0.01179941002949836,4,2024,26,17,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.87066300440602,0
"The matrix math behind transformer neural networks, one step at a time!!!",73814,1557,131,2024-04-08,0.02109355948736009,563.4656488545318,0.0017747310808247734,4,2024,8,15,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.209317241968188,0
Human Stories in AI: Fabio Urbina,4957,83,15,2024-04-01,0.0167439983861203,330.46666666446356,0.003026023804720536,4,2024,1,14,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.508757712595136,0
Human Stories in AI: Khushi Jain,9165,156,22,2024-03-18,0.017021276595744494,416.59090908901555,0.0024004364429896083,3,2024,18,12,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.123256265069069,0
Human Stories in AI: Achal Dixit,9182,205,43,2024-03-04,0.02232629056850335,213.53488372043364,0.0046830755826616785,3,2024,4,10,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.125109227613523,0
Human Stories in AI: Rick Marks,12639,229,29,2024-02-19,0.01811852203497098,435.82758620539374,0.002294485323205932,2,2024,19,8,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.444621667700849,0
"Essential Matrix Algebra for Neural Networks, Clearly Explained!!!",68737,1953,170,2023-12-11,0.02841264530020218,404.33529411740926,0.0024731949314052075,12,2023,11,50,4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.138057454839442,0
Word Embedding in PyTorch + Lightning,45169,902,93,2023-11-06,0.01996944807279324,485.6881720424885,0.0020589342248001903,11,2023,6,45,4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.71818842864865,0
"The Golden Play Button, Clearly Explained!!!’",26215,2401,538,2023-10-07,0.09158878504672863,48.726765799247445,0.020522601563990005,10,2023,7,40,4,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.17412519037865,0
Another 3 lessons from my Pop!!!,12094,409,53,2023-09-04,0.033818422358193864,228.18867924485247,0.004382338349594804,9,2023,4,36,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.400547423044127,0
"Decoder-Only Transformers, ChatGPTs specific Transformer, Clearly Explained!!!",176782,4185,417,2023-08-28,0.023673224649568385,423.9376498799943,0.0023588374382007204,8,2023,28,35,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.08267827071645,1
"Transformer Neural Networks, ChatGPT's foundation, Clearly Explained!!!",934965,22130,1584,2023-07-24,0.023669335215756735,590.2556818181446,0.001694181065601386,7,2023,24,30,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,13.748265443973287,1
What is a Logit?,27334,1053,44,2023-06-19,0.038523450647545046,621.2272727258609,0.0016097168361747217,6,2023,19,25,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.2159232113291,0
Logistic vs Logit Functions,16694,694,34,2023-06-12,0.041571822211572775,490.99999999855584,0.0020366598778003954,6,2023,12,24,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.722864552377755,0
"Attention for Neural Networks, Clearly Explained!!!",357722,6939,465,2023-06-05,0.019397744617328534,769.2946236557485,0.001299892094978782,6,2023,5,23,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.787514222872453,1
Likelihood vs Probability,62592,4309,121,2023-05-15,0.0688426635991819,517.2892561979196,0.0019331543967280132,5,2023,15,20,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.044408729749485,0
p-values,11954,476,20,2023-05-15,0.03981930734482148,597.6999999970116,0.0016730801405387178,5,2023,15,20,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.388904879892426,0
"Sequence-to-Sequence (seq2seq) Encoder-Decoder Neural Networks, Clearly Explained!!!",277065,5457,415,2023-05-08,0.019695739266959007,667.6265060239356,0.001497843466334614,5,2023,8,19,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.53201102393638,1
Matrix Notation,8223,369,21,2023-04-16,0.04487413352790898,391.571428569564,0.0025538124771980718,4,2023,16,15,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.014811987694946,0
Matrix Multiplication,25260,802,16,2023-04-16,0.031749802058590536,1578.749999990133,0.000633412509897068,4,2023,16,15,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.137016983402756,0
The Ukulele: Clearly Explained!!!,17924,583,105,2023-04-01,0.0325262218254852,170.70476190459934,0.005858067395670577,4,2023,1,13,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.793951665467821,0
PCA Eigenvalues,41552,1828,59,2023-03-21,0.04399306892568337,704.2711864394843,0.0014199075856757763,3,2023,21,12,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.634724999843208,0
Type 1 Errors,10507,416,10,2023-03-20,0.039592652517368994,1050.699999989493,0.000951746454744447,3,2023,20,12,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.259892150805431,0
PCA Eigenvectors,26689,1311,35,2023-03-20,0.04912136086027934,762.5428571406784,0.0013114017010753445,3,2023,20,12,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.19204424239857,0
Type 2 Errors,7833,413,15,2023-03-20,0.05272564789990996,522.1999999965186,0.0019149751053236064,3,2023,20,12,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.966228514225776,0
Normalized Data,8682,382,14,2023-03-20,0.04399907855332822,620.1428571384275,0.0016125316747293064,3,2023,20,12,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.069122370060645,0
"Word Embedding and Word2Vec, Clearly Explained!!!",443321,10484,643,2023-03-13,0.02364877819909275,689.4572317261758,0.001450416289776482,3,2023,13,11,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,13.00205164729329,1
"The AI Buzz, Episode #5: A new wave of AI-based products and the resurgence of personal applications",12681,170,15,2023-03-07,0.013405882816812448,845.399999994364,0.0011828720132481573,3,2023,7,10,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.447938944259977,0
CatBoost Part 2: Building and Using Trees,25894,482,114,2023-03-06,0.018614350814860514,227.14035087699372,0.004402564300610163,3,2023,6,10,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.161805178857993,0
CatBoost Part 1: Ordered Target Encoding,47023,778,102,2023-02-27,0.016545094953533342,461.00980392111666,0.0021691512664015434,2,2023,27,9,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.758413388658699,0
"The AI Buzz, Episode #4: ChatGPT + Bing and How to start an AI company in 3 easy steps.",7659,162,25,2023-02-21,0.021151586368977397,306.3599999987746,0.003264133698916265,2,2023,21,8,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.943767262734637,0
"One-Hot, Label, Target and K-Fold Target Encoding, Clearly Explained!!!",73786,2349,201,2023-02-13,0.031835307510909884,367.0945273630015,0.0027240940015721103,2,2023,13,7,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.208937843310503,0
"Mutual Information, Clearly Explained!!!",133059,3284,205,2023-02-06,0.024680780706303203,649.0682926826103,0.001540669928377636,2,2023,6,6,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.798555433295878,1
"Cosine Similarity, Clearly Explained!!!",127289,4847,335,2023-01-30,0.0380787027944284,379.9671641789911,0.002631806361900869,1,2023,30,5,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.75422322686448,1
Long Short-Term Memory with PyTorch + Lightning,82278,1699,217,2023-01-24,0.02064950533556963,379.16129032240593,0.002637400034030965,1,2023,24,4,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.317871190071259,0
"The AI Buzz, Episode #2: Big data, Reinforcement Learning and Aligning Models",6193,143,26,2023-01-24,0.023090586145647938,238.1923076913916,0.0041982883901178075,1,2023,24,4,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.731336360533149,0
"The AI Buzz, Episode #1: ChatGPT, Transformers and Attention",25013,499,62,2023-01-11,0.019949626194378844,403.435483870317,0.0024787110702434636,1,2023,11,2,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.127190947108852,0
"Design Matrix Examples in R, Clearly Explained!!!",12528,194,39,2022-11-18,0.01548531289910588,321.23076922994557,0.0031130268199233467,11,2022,18,46,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.435801236245553,0
"Design Matrices For Linear Models, Clearly Explained!!!",14938,236,36,2022-11-18,0.01579863435533528,414.9444444432918,0.0024099611728477547,11,2022,18,46,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.611730522042317,0
"Using Linear Models for t tests and ANOVA, Clearly Explained!!!",69860,1080,58,2022-11-18,0.015459490409390186,1204.482758618613,0.0008302318923561397,11,2022,18,46,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.154262832601345,0
"Multiple Regression in R, Step by Step!!!",99422,1708,83,2022-11-18,0.017179296332803587,1197.8554216853038,0.0008348252901772235,11,2022,18,46,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.507138754208494,0
"Multiple Regression, Clearly Explained!!!",278775,3102,69,2022-11-18,0.011127253161151462,4040.217391298492,0.00024751143395211183,11,2022,18,46,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.53816387094936,1
"Linear Regression in R, Step by Step",114735,2127,73,2022-11-18,0.01853837102889265,1571.7123287649702,0.0006362487471129117,11,2022,18,46,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.650389116122357,1
"Linear Regression, Clearly Explained!!!",415015,7246,316,2022-11-18,0.0174596098936183,1313.3386075945211,0.0007614182619905302,11,2022,18,46,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.936072352686509,1
"R-squared, Clearly Explained!!!",254836,4827,287,2022-11-18,0.01894159380935189,887.9303135885408,0.0011262145065846266,11,2022,18,46,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.44837940406884,1
"Long Short-Term Memory (LSTM), Clearly Explained",780010,19662,1538,2022-11-07,0.02520736913629312,507.1586475942453,0.001971769592697529,11,2022,7,45,4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,13.567063301130437,1
The Cosine Similarity for NLP and CatBoost,13199,404,43,2022-11-01,0.030608379422683303,306.95348837137914,0.003257822562315302,11,2022,1,44,4,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.487972108574462,0
Happy Halloween (Neural Networks Are Not Scary),346609,3924,134,2022-10-31,0.011321113993000755,2586.6343283562787,0.0003866027714225538,10,2022,31,44,4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.755955507549691,1
"Handmade Pasta, Clearly Explained!!!",9513,427,82,2022-10-25,0.044885945548196735,116.01219512180974,0.00861978345422045,10,2022,25,43,4,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.160519676992227,0
Live Stream - More details about Target Encoding/AMA/Silly Songs,6559,182,34,2022-10-18,0.027748132337246108,192.91176470531497,0.0051837170300349875,10,2022,18,42,4,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.788745881938135,0
Live Stream - Target Encoding/AMA/Silly Songs!!!,8454,218,38,2022-10-05,0.025786609888809726,222.47368420994084,0.00449491365034298,10,2022,5,40,4,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.042513261332681,0
Introduction to Coding Neural Networks with PyTorch and Lightning,76810,1757,215,2022-09-19,0.022874625699778644,357.2558139533222,0.0027991146986069484,9,2022,19,38,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.249103138046113,0
Three more lessons from my Pop!!!,11383,478,79,2022-09-04,0.04199244487393445,144.0886075947543,0.0069401739436000445,9,2022,4,35,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.339964139769688,0
"Recurrent Neural Networks (RNNs), Clearly Explained!!!",771108,18354,895,2022-07-11,0.02380211332264741,861.5731843574456,0.0011606675070158783,7,2022,11,28,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,13.55558501739086,1
"The StatQuest Illustrated Guide To Machine Learning, Theme Song!!!",32519,988,261,2022-05-09,0.030382238076201513,124.59386973175303,0.008026077062640278,5,2022,9,19,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.389610563661748,0
The StatQuest Introduction to PyTorch,186795,5082,386,2022-04-25,0.027206295671725677,483.9248704661959,0.0020664364677855395,4,2022,25,17,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.13777239127138,1
"Troll 2, Clearly Explained!!!",19118,560,87,2022-04-01,0.02929176692122592,219.74712643652902,0.004550685218119027,4,2022,1,13,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.858437883982404,0
The Binomial Distribution in 30 Seconds!!!,30771,1390,96,2022-03-22,0.04517240258685111,320.5312499996661,0.003119820610314897,3,2022,22,12,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.334360464578825,0
UMAP: Mathematical Details (clearly explained!!!),42968,921,89,2022-03-14,0.02143455594861287,482.78651685339014,0.002071308881027737,3,2022,14,11,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.668234204447975,0
"UMAP Dimension Reduction, Main Ideas!!!",134050,3482,222,2022-03-07,0.025975382320029824,603.8288288285569,0.0016560984707198795,3,2022,7,10,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.805975603539302,1
"Tensors for Neural Networks, Clearly Explained!!!",224260,6935,302,2022-02-28,0.03092392758405421,742.5827814567078,0.001346651208418799,2,2022,28,9,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.320565831114891,1
"The Sensitivity, Specificity, Precision, Recall Sing-a-Long!!!",113969,3304,182,2022-02-10,0.028990339478279156,626.2032967029527,0.0015969254797357161,2,2022,10,6,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.643690534849782,1
The Exponential Distribution,108501,2080,147,2022-01-14,0.01917033022737116,738.1020408158245,0.0013548262227997885,1,2022,14,2,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.594523884972485,1
"The mean, the median, and the mode.",95555,1374,57,2022-01-14,0.014379153367170725,1676.4035087689888,0.0005965150960179995,1,2022,14,2,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.467467742045445,0
"Clustering with DBSCAN, Clearly Explained!!!",412971,12493,550,2022-01-10,0.030251518871785177,750.856363636227,0.0013318126454399941,1,2022,10,2,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.931135073034707,1
Entropy (for data science) Clearly Explained!!!,730072,22551,1424,2021-08-25,0.030888734261826225,512.6910112359191,0.0019504925541590416,8,2021,25,34,3,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,13.500899808124908,1
"Bayes' Theorem, Clearly Explained!!!!",437223,9054,502,2021-08-16,0.020707968245037425,870.9621513942488,0.0011481555178936146,8,2021,16,33,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.988200928562852,1
"Conditional Probabilities, Clearly Explained!!!",268082,7669,439,2021-07-21,0.02860691877858266,610.6651480636423,0.0016375586574257123,7,2021,21,29,3,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.499051913037924,1
Using Bootstrapping to Calculate p-values!!!,124888,3060,274,2021-07-13,0.024501953750560482,455.79562043778986,0.0021939657933508407,7,2021,13,28,3,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.735180621778873,1
Bootstrapping Main Ideas!!!,534925,14900,714,2021-07-06,0.027854372108239468,749.1946778710435,0.0013347665560592603,7,2021,6,27,3,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,13.18988369855435,1
Ken Jee's #66DaysOfData Challenge Clearly Explained!!!,17609,608,71,2021-06-23,0.03452779828496772,248.01408450669294,0.0040320290760406385,6,2021,23,25,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.776222201490253,0
Expected Values for Continuous Variables!!!,107947,2781,208,2021-06-22,0.02576264277840049,518.9759615382121,0.0019268715202831002,6,2021,22,25,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.589404908675448,1
Three (3) things to do when starting out in Data Science,61985,2166,167,2021-05-27,0.034943938049528056,371.16766467043647,0.0026942002097281557,5,2021,27,21,2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.0346638320775,0
"Decision and Classification Trees, Clearly Explained!!!",979006,20074,900,2021-04-26,0.020504470861261316,1087.7844444443235,0.0009192997795723416,4,2021,26,17,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,13.794294071640303,1
"Silly Songs, Clearly Explained!!!",13650,736,118,2021-04-01,0.053919413919413524,115.67796610159688,0.008644688644688581,4,2021,1,13,2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.521568058002977,0
