channel_title,video_title,views,likes,comments,published_date
statquest,Human Stories in AI: Rick Marks,12639,229,29,2/19/2024
statquest,"Essential Matrix Algebra for Neural Networks, Clearly Explained!!!",68737,1953,170,12/11/2023
statquest,Word Embedding in PyTorch + Lightning,45169,902,93,11/6/2023
statquest,"The Golden Play Button, Clearly Explained!!!’",26215,2401,538,10/7/2023
statquest,Another 3 lessons from my Pop!!!,12094,409,53,9/4/2023
statquest,"Decoder-Only Transformers, ChatGPTs specific Transformer, Clearly Explained!!!",176782,4185,417,8/28/2023
statquest,"Transformer Neural Networks, ChatGPT's foundation, Clearly Explained!!!",934965,22130,1584,7/24/2023
statquest,What is a Logit?,27334,1053,44,6/19/2023
statquest,Logistic vs Logit Functions,16694,694,34,6/12/2023
statquest,"Attention for Neural Networks, Clearly Explained!!!",357722,6939,465,6/5/2023
statquest,Likelihood vs Probability,62592,4309,121,5/15/2023
statquest,p-values,11954,476,20,5/15/2023
statquest,"Sequence-to-Sequence (seq2seq) Encoder-Decoder Neural Networks, Clearly Explained!!!",277065,5457,415,5/8/2023
statquest,Matrix Notation,8223,369,21,4/16/2023
statquest,Matrix Multiplication,25260,802,16,4/16/2023
statquest,The Ukulele: Clearly Explained!!!,17924,583,105,4/1/2023
statquest,PCA Eigenvalues,41552,1828,59,3/21/2023
statquest,Type 1 Errors,10507,416,10,3/20/2023
statquest,PCA Eigenvectors,26689,1311,35,3/20/2023
statquest,Type 2 Errors,7833,413,15,3/20/2023
statquest,Normalized Data,8682,382,14,3/20/2023
statquest,"Word Embedding and Word2Vec, Clearly Explained!!!",443321,10484,643,3/13/2023
statquest,"The AI Buzz, Episode #5: A new wave of AI-based products and the resurgence of personal applications",12681,170,15,3/7/2023
statquest,CatBoost Part 2: Building and Using Trees,25894,482,114,3/6/2023
statquest,CatBoost Part 1: Ordered Target Encoding,47023,778,102,2/27/2023
statquest,"The AI Buzz, Episode #4: ChatGPT + Bing and How to start an AI company in 3 easy steps.",7659,162,25,2/21/2023
statquest,"One-Hot, Label, Target and K-Fold Target Encoding, Clearly Explained!!!",73786,2349,201,2/13/2023
statquest,"Mutual Information, Clearly Explained!!!",133059,3284,205,2/6/2023
statquest,"Cosine Similarity, Clearly Explained!!!",127289,4847,335,1/30/2023
statquest,Long Short-Term Memory with PyTorch + Lightning,82278,1699,217,1/24/2023
statquest,"The AI Buzz, Episode #2: Big data, Reinforcement Learning and Aligning Models",6193,143,26,1/24/2023
statquest,"The AI Buzz, Episode #1: ChatGPT, Transformers and Attention",25013,499,62,1/11/2023
statquest,"Design Matrix Examples in R, Clearly Explained!!!",12528,194,39,11/18/2022
statquest,"Design Matrices For Linear Models, Clearly Explained!!!",14938,236,36,11/18/2022
statquest,"Using Linear Models for t tests and ANOVA, Clearly Explained!!!",69860,1080,58,11/18/2022
statquest,"Multiple Regression in R, Step by Step!!!",99422,1708,83,11/18/2022
statquest,"Multiple Regression, Clearly Explained!!!",278775,3102,69,11/18/2022
statquest,"Linear Regression in R, Step by Step",114735,2127,73,11/18/2022
statquest,"Linear Regression, Clearly Explained!!!",415015,7246,316,11/18/2022
statquest,"R-squared, Clearly Explained!!!",254836,4827,287,11/18/2022
statquest,"Long Short-Term Memory (LSTM), Clearly Explained",780010,19662,1538,11/7/2022
statquest,The Cosine Similarity for NLP and CatBoost,13199,404,43,11/1/2022
statquest,Happy Halloween (Neural Networks Are Not Scary),346609,3924,134,10/31/2022
statquest,"Handmade Pasta, Clearly Explained!!!",9513,427,82,10/25/2022
statquest,Live Stream - More details about Target Encoding/AMA/Silly Songs,6559,182,34,10/18/2022
statquest,Live Stream - Target Encoding/AMA/Silly Songs!!!,8454,218,38,10/5/2022
statquest,Introduction to Coding Neural Networks with PyTorch and Lightning,76810,1757,215,9/19/2022
statquest,Three more lessons from my Pop!!!,11383,478,79,9/4/2022
statquest,"Recurrent Neural Networks (RNNs), Clearly Explained!!!",771108,18354,895,7/11/2022
statquest,"The StatQuest Illustrated Guide To Machine Learning, Theme Song!!!",32519,988,261,5/9/2022
statquest,The StatQuest Introduction to PyTorch,186795,5082,386,4/25/2022
statquest,"Troll 2, Clearly Explained!!!",19118,560,87,4/1/2022
statquest,The Binomial Distribution in 30 Seconds!!!,30771,1390,96,3/22/2022
statquest,UMAP: Mathematical Details (clearly explained!!!),42968,921,89,3/14/2022
statquest,"UMAP Dimension Reduction, Main Ideas!!!",134050,3482,222,3/7/2022
statquest,"Tensors for Neural Networks, Clearly Explained!!!",224260,6935,302,2/28/2022
statquest,"The Sensitivity, Specificity, Precision, Recall Sing-a-Long!!!",113969,3304,182,2/10/2022
statquest,The Exponential Distribution,108501,2080,147,1/14/2022
statquest,"The mean, the median, and the mode.",95555,1374,57,1/14/2022
statquest,"Clustering with DBSCAN, Clearly Explained!!!",412971,12493,550,1/10/2022
statquest,Entropy (for data science) Clearly Explained!!!,730072,22551,1424,8/25/2021
statquest,"Bayes' Theorem, Clearly Explained!!!!",437223,9054,502,8/16/2021
statquest,"Conditional Probabilities, Clearly Explained!!!",268082,7669,439,7/21/2021
statquest,Using Bootstrapping to Calculate p-values!!!,124888,3060,274,7/13/2021
statquest,Bootstrapping Main Ideas!!!,534925,14900,714,7/6/2021
statquest,Ken Jee's #66DaysOfData Challenge Clearly Explained!!!,17609,608,71,6/23/2021
statquest,Expected Values for Continuous Variables!!!,107947,2781,208,6/22/2021
statquest,Three (3) things to do when starting out in Data Science,61985,2166,167,5/27/2021
statquest,"Decision and Classification Trees, Clearly Explained!!!",979006,20074,900,4/26/2021
statquest,"Silly Songs, Clearly Explained!!!",13650,736,118,4/1/2021
statquest,"Expected Values, Main Ideas!!!",234399,7422,446,3/29/2021
statquest,Neural Networks Part 8: Image Classification with Convolutional Neural Networks (CNNs),325452,9959,845,3/8/2021
statquest,Neural Networks Part 7: Cross Entropy Derivatives and Backpropagation,155131,3640,351,3/1/2021
statquest,Neural Networks Part 6: Cross Entropy,296439,7408,308,3/1/2021
statquest,"The SoftMax Derivative, Step-by-Step!!!",95568,2153,105,2/8/2021
statquest,Neural Networks Part 5: ArgMax and SoftMax,198055,5228,278,2/8/2021
statquest,Neural Networks Pt. 4: Multiple Inputs and Outputs,201070,5028,301,2/1/2021
statquest,US Census Data and Contest!!!,15742,282,52,12/8/2020
statquest,Neural Networks Pt. 3: ReLU In Action!!!,321388,7180,337,11/23/2020
statquest,Backpropagation Details Pt. 2: Going bonkers with The Chain Rule,162356,4829,549,11/2/2020
statquest,Backpropagation Details Pt. 1: Optimizing 3 parameters simultaneously.,254520,5677,333,11/2/2020
statquest,Neural Networks Pt. 2: Backpropagation Main Ideas,651697,12934,626,10/19/2020
statquest,What is AutoML? A conversation with Gnosis Data Analysis,37640,1014,92,9/7/2020
statquest,The Essential Main Ideas of Neural Networks,1148661,30831,2228,8/31/2020
statquest,XGBoost in Python from Start to Finish,252942,6905,753,8/1/2020
statquest,The Elements of StatQuest (Webinar),8904,361,103,7/20/2020
statquest,"The Chain Rule, Clearly Explained!!!",323810,8169,540,7/13/2020
statquest,"Hypothesis Testing and The Null Hypothesis, Clearly Explained!!!",693174,13769,568,7/6/2020
statquest,Alternative Hypotheses: Main Ideas!!!,179787,4719,184,7/6/2020
statquest,Support Vector Machines in Python from Start to Finish.,147139,3985,385,6/30/2020
statquest,"Live 2020-06-15!!! Bootstrapping, Main Ideas",34160,1353,206,6/15/2020
statquest,Classification Trees in Python from Start to Finish,201973,4420,616,6/7/2020
statquest,"Gaussian Naive Bayes, Clearly Explained!!!",389892,8863,504,6/3/2020
statquest,"Naive Bayes, Clearly Explained!!!",1228795,31390,1709,6/3/2020
statquest,Live 2020-06-01!!! Hypothesis Testing,18086,762,103,6/1/2020
statquest,"Ridge vs Lasso Regression, Visualized!!!",294802,6902,443,5/19/2020
statquest,Live 2020-05-18!!! Bayes' Theorem,25428,888,109,5/18/2020
statquest,Live 2020-05-04!!! Conditional Probability,13271,405,91,5/4/2020
statquest,"Power Analysis, Clearly Explained!!!",356633,7098,456,5/4/2020
statquest,"Statistical Power, Clearly Explained!!!",346309,7732,334,5/4/2020
statquest,p-hacking: What it is and how to avoid it!,158689,4246,283,5/4/2020
statquest,Live 2020-04-20!!! Expected Values,21197,896,155,4/20/2020
statquest,Live 2020-04-06!!! Naive Bayes: Gaussian,18045,616,117,4/6/2020
statquest,Bam!!! Clearly Explained!!!,65122,3702,542,4/1/2020
statquest,How to calculate p-values,474055,11439,833,3/23/2020
statquest,p-values: What they are and how to interpret them,1317951,29507,1128,3/23/2020
statquest,Live 2020-03-16!!! Naive Bayes,28416,1199,185,3/16/2020
statquest,Live 2020-03-02!!! Virus Models and p-hacking,5923,269,44,3/3/2020
statquest,XGBoost Part 4 (of 4): Crazy Cool Optimizations,103475,2343,221,3/2/2020
statquest,Live 2020-02-17!!! Imbalanced Data and Post-Hoc Tests,16086,624,91,2/17/2020
statquest,XGBoost Part 3 (of 4): Mathematical Details,144064,2221,311,2/10/2020
statquest,"Live 2020-02-03!!! Statistical Models, Regularization, Best ML Algorithm.",10987,881,87,2/4/2020
statquest,"Live 2020-01-20!!! Favorite ML, Data Leakage, How to Learn ML",11799,528,84,1/20/2020
statquest,StatQuest: Random Forests Part 2: Missing data and clustering,290163,6470,479,1/15/2020
statquest,XGBoost Part 2 (of 4): Classification,263738,3949,416,1/13/2020
statquest,"Live 2020-01-06!!! Sample Sizes, ML vs Statistics and a Poem",8758,527,151,1/7/2020
statquest,XGBoost Part 1 (of 4): Regression,755721,10132,846,12/16/2019
statquest,Machine Learning Fundamentals: Sensitivity and Specificity,410077,8829,369,12/2/2019
statquest,"How to Prune Regression Trees, Clearly Explained!!!",262771,5500,567,11/25/2019
statquest,Support Vector Machines Part 3: The Radial (RBF) Kernel (Part 3 of 3),308509,8076,650,11/4/2019
statquest,Support Vector Machines Part 2: The Polynomial Kernel (Part 2 of 3),388610,7864,464,11/4/2019
statquest,Support Vector Machines Part 1 (of 3): Main Ideas!!!,1564255,36389,2190,9/30/2019
statquest,"Regression Trees, Clearly Explained!!!",727850,16997,1327,8/20/2019
statquest,"Pearson's Correlation, Clearly Explained!!!",432044,9720,643,8/5/2019
statquest,"Covariance, Clearly Explained!!!",606378,14368,823,7/29/2019
statquest,Why Dividing By N Underestimates the Variance,140934,4772,654,7/15/2019
statquest,"Calculating the Mean, Variance and Standard Deviation, Clearly Explained!!!",525833,12345,595,7/15/2019
statquest,"ROC and AUC, Clearly Explained!",1720090,40716,2226,7/11/2019
statquest,"Population and Estimated Parameters, Clearly Explained!!!",411579,8077,347,7/1/2019
statquest,"Stochastic Gradient Descent, Clearly Explained!!!",532580,12287,565,5/13/2019
statquest,Gradient Boost Part 4 (of 4): Classification Details,141863,2746,566,4/22/2019
statquest,Saturday,29213,993,121,4/6/2019
statquest,Gradient Boost Part 2 (of 4): Regression Details,328318,7039,940,4/1/2019
statquest,Gradient Boost Part 1 (of 4): Regression Main Ideas,922783,14074,927,3/25/2019
statquest,Last Night,9895,374,63,3/2/2019
statquest,"Gradient Descent, Step-by-Step",1582638,38812,2927,2/5/2019
statquest,A Drink From The Well,8942,254,55,2/1/2019
statquest,"AdaBoost, Clearly Explained",850912,17252,1838,1/14/2019
statquest,"Design Matrices For Linear Models, Clearly Explained!!!",150359,2413,208,1/8/2019
statquest,Wildest Dreams,7976,298,86,12/31/2018
statquest,ROC and AUC in R,287675,3962,384,12/18/2018
statquest,Christmas Morning,5061,167,39,12/1/2018
statquest,A Gentle Introduction to Machine Learning,1285703,20775,983,11/26/2018
statquest,You Mean So Much,7335,160,40,10/31/2018
statquest,Machine Learning Fundamentals: The Confusion Matrix,814580,18620,712,10/29/2018
statquest,"Ridge, Lasso and Elastic-Net Regression in R",135474,2320,286,10/23/2018
statquest,Regularization Part 3: Elastic Net Regression,226760,5000,337,10/8/2018
statquest,Regularization Part 2: Lasso (L1) Regression,640740,12159,679,10/1/2018
statquest,Little Red Fiat,4659,124,24,10/1/2018
statquest,Regularization Part 1: Ridge (L2) Regression,1229276,21790,1602,9/24/2018
statquest,Machine Learning Fundamentals: Bias and Variance,1498736,41121,1539,9/17/2018
statquest,"Maximum Likelihood For the Normal Distribution, step-by-step!!!",586412,15879,1410,9/10/2018
statquest,"The Central Limit Theorem, Clearly Explained!!!",941928,23639,1166,9/3/2018
statquest,Miss Carolina,4159,82,23,9/1/2018
statquest,"Maximum Likelihood for the Binomial Distribution, Clearly Explained!!!",113760,2239,204,8/13/2018
statquest,"The Binomial Distribution and Test, Clearly Explained!!!",312115,8122,583,8/6/2018
statquest,"Maximum Likelihood for the Exponential Distribution, Clearly Explained!!!",221983,6052,380,7/30/2018
statquest,"Logistic Regression in R, Clearly Explained!!!!",550605,9152,672,7/26/2018
statquest,Deviance Residuals,96801,1361,91,7/16/2018
statquest,Saturated Models and Deviance,123486,1984,195,7/9/2018
statquest,joe and sue,2801,68,12,7/1/2018
statquest,"Odds Ratios and Log(Odds Ratios), Clearly Explained!!!",372205,6760,464,6/21/2018
statquest,Logistic Regression Details Pt 3: R-squared and p-value,308970,5078,303,6/18/2018
statquest,Logistic Regression Details Pt 2: Maximum Likelihood,500794,8076,885,6/11/2018
statquest,Logistic Regression Details Pt1: Coefficients,993896,15202,836,6/4/2018
statquest,A War That We Can Win,3002,83,55,6/2/2018
statquest,StatQuest: K-means clustering,1927892,37067,1291,5/23/2018
statquest,"Odds and Log(Odds), Clearly Explained!!!",384331,10945,689,5/7/2018
statquest,Hey Dom,3218,83,16,4/28/2018
statquest,Machine Learning Fundamentals: Cross Validation,1282294,36847,1617,4/24/2018
statquest,StatQuest: A gentle introduction to ChIP-Seq,158883,4397,211,4/16/2018
statquest,"StatQuest: 10,000 Subscriber Milestone",1142,84,35,4/11/2018
statquest,StatQuest: PCA - Practical Tips,196184,4225,182,4/9/2018
statquest,"StatQuest: Principal Component Analysis (PCA), Step-by-Step",3257977,65582,4742,4/2/2018
statquest,Darling of Mine,3996,149,21,4/1/2018
statquest,"In Statistics, Probability is not Likelihood.",1478217,40830,1482,3/9/2018
statquest,StatQuest: Logistic Regression,2469374,42584,1252,3/5/2018
statquest,StatQuest: Random Forests in R,169085,3154,409,2/26/2018
statquest,"StatQuest: Random Forests Part 1 - Building, Using and Evaluating",1296183,21457,1370,2/5/2018
statquest,Love Song,3860,99,21,1/29/2018
statquest,"StatQuest: Decision Trees, Part 2 - Feature Selection and Missing Data",211593,3725,184,1/29/2018
statquest,StatQuest: PCA in Python,217097,5037,415,1/8/2018
statquest,She Blinded Me With Science!!!,6597,101,10,1/1/2018
statquest,StatQuest: MDS and PCoA in R,46138,575,45,12/18/2017
statquest,StatQuest: PCA main ideas in only 5 minutes!!!,1445210,28858,771,12/4/2017
statquest,Snow,1085,45,9,11/29/2017
statquest,StatQuest: PCA in R,304597,4601,349,11/27/2017
statquest,"Quantile Normalization, Clearly Explained!!!",79465,1856,121,11/20/2017
statquest,"Quantile-Quantile Plots (QQ plots), Clearly Explained!!!",585762,9571,506,11/13/2017
statquest,"Quantiles and Percentiles, Clearly Explained!!!",348488,6644,269,11/6/2017
statquest,A Song For Only You,1022,39,7,10/31/2017
statquest,"Multiple Regression in R, Step-by-Step!!!",184326,3242,216,10/30/2017
statquest,"Multiple Regression, Clearly Explained!!!",601120,6736,217,10/30/2017
statquest,"Sample Size and Effective Sample Size, Clearly Explained!!!",117192,1731,84,10/23/2017
statquest,The Difference Between Technical and Biological Replicates,71706,1453,68,10/9/2017
statquest,"The Normal Distribution, Clearly Explained!!!",1751602,30960,797,10/9/2017
statquest,Employee Of The Week,2128,40,6,10/1/2017
statquest,"StatQuest: Histograms, Clearly Explained",841068,14024,372,9/25/2017
statquest,"StatQuest: t-SNE, Clearly Explained",516808,12239,765,9/18/2017
statquest,I'm Alive,1968,62,10,9/2/2017
statquest,StatQuest: A gentle introduction to RNA-seq,539979,11969,583,8/31/2017
statquest,StatQuest: How to make a Mean Pizza Crust!!!,9104,318,51,8/31/2017
statquest,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",448172,6405,418,8/7/2017
statquest,Brothers,862,24,6,7/31/2017
statquest,"Maximum Likelihood, clearly explained!!!",1604645,32642,1364,7/31/2017
statquest,"Linear Regression, Clearly Explained!!!",1506513,24878,1648,7/24/2017
statquest,What is a (mathematical) model?,247663,4717,107,7/17/2017
statquest,Boxplots are Awesome!!!,146215,2864,101,7/11/2017
statquest,Your Dark Side,1134,38,6,7/1/2017
statquest,"StatQuest: K-nearest neighbors, Clearly Explained",718749,13278,466,6/26/2017
statquest,StatQuest: Hierarchical Clustering,495721,10111,395,6/20/2017
statquest,"Lowess and Loess, Clearly Explained!!!",140714,2932,206,6/5/2017
statquest,The Sum of Regrets,918,30,15,5/31/2017
statquest,The Main Ideas of Fitting a Line to Data (The Main Ideas of Least Squares and Linear Regression.),747412,13349,714,5/22/2017
statquest,"StatQuest: edgeR and DESeq2, part 2 - Independent Filtering",52151,674,59,5/16/2017
statquest,"Sampling from a Distribution, Clearly Explained!!!",263309,4203,121,5/8/2017
statquest,Evil Genius,1655,38,5,4/30/2017
statquest,StatQuest:  One or Two Tailed P-Values,60204,1076,66,4/24/2017
statquest,"StatQuest: edgeR, part 1, Library Normalization",44392,655,59,4/3/2017
statquest,The Rainbow,956,29,7,3/31/2017
statquest,"StatQuest: DESeq2, part 1, Library Normalization",104749,1638,147,3/27/2017
statquest,"Standard Deviation vs Standard Error, Clearly Explained!!!",596077,11550,505,3/20/2017
statquest,StatQuickie: Which t test to use,53059,1281,72,3/6/2017
statquest,Mr  Hattie,908,28,7,2/27/2017
statquest,Bar Charts Are Better than Pie Charts,37225,865,37,2/27/2017
statquest,StatQuickie: Thresholds for Significance,35205,802,60,2/22/2017
statquest,"False Discovery Rates, FDR, clearly explained",238335,4803,446,1/10/2017
statquest,Psycho Killer,1762,58,16,1/2/2017
statquest,The Coldest Day of the Year,853,16,3,11/29/2016
statquest,I Love You,1647,44,15,10/31/2016
statquest,p-hacking and power calculations,46630,1025,77,10/11/2016
statquest,Roses,442,12,7,10/1/2016
statquest,Nasty Weather,884,16,6,8/31/2016
statquest,Maybe It'll Go Away,1313,21,4,7/26/2016
statquest,StatQuest: Linear Discriminant Analysis (LDA) clearly explained.,838441,14451,940,7/10/2016
statquest,Another Day,527,11,3,7/1/2016
statquest,Rachel's Song (the ballad of Hazel Motes),1016,31,2,4/1/2016
statquest,Drawing and Interpreting Heatmaps,146733,2436,137,1/6/2016
statquest,Christmas In Rio! (now on iTunes!),15362,46,11,12/5/2015
statquest,That's Alright,9876,315,66,9/30/2015
statquest,StatQuest: RNA-seq - the problem with technical replicates,14767,275,32,8/27/2015
statquest,Principal Component Analysis (PCA) clearly explained (2015),1033704,14873,1101,8/13/2015
statquest,How to puree garlic,35241,259,50,7/1/2015
statquest,That Dude (in the movies),2416,99,18,6/21/2015
statquest,Wrapping up dumplings for pot stickers.,10884,135,21,4/19/2015
statquest,"R-squared, Clearly Explained!!!",647075,13344,743,2/3/2015
statquest,onion-dice,14430,189,57,9/28/2014
statquest,Cutting Butter,19524,232,65,8/24/2014
LukeBarousse,Power BI for Data Analytics - Full Course for Beginners,39062,1903,174,6/11/2025
LukeBarousse,SQL for Data Analytics – Intermediate Course + Project,40319,1396,186,3/31/2025
LukeBarousse,How I Would Learn to be a Data Analyst,116943,5908,167,1/17/2025
LukeBarousse,Excel Copilot: Future of Spreadsheets or Overhyped?,27500,494,45,12/23/2024
LukeBarousse,ChatGPT for Data Analytics - Full Tutorial,32562,1032,58,11/20/2024
LukeBarousse,How I Use Notion: Tutorial for Beginners,48656,1075,55,11/13/2024
LukeBarousse,Excel for Data Analytics - Full Course for Beginners,901423,26214,1149,10/14/2024
LukeBarousse,Python for Data Analytics - Full Course for Beginners,741080,22788,678,6/7/2024
LukeBarousse,Study: GPT-4 outperforms Data Analysts,89517,2224,306,4/2/2024
LukeBarousse,Should you still learn to code? (ft. Devin),53452,1286,128,3/22/2024
LukeBarousse,SQL for Data Analytics - Learn SQL in 4 Hours,831710,24096,887,3/11/2024
LukeBarousse,Gemini is Here - Is this the End of ChatGPT?,42633,1089,66,2/9/2024
LukeBarousse,How I Code Faster - GitHub Copilot,67451,1092,48,2/3/2024
LukeBarousse,ChatGPT for Data Analytics: Full Course,709846,10125,181,1/27/2024
LukeBarousse,Microsoft Copilot - Excel has forever changed,1013218,12733,339,1/17/2024
LukeBarousse,How I'd Learn to be a Data Analyst in 2024,304707,9363,216,1/12/2024
LukeBarousse,Top Apps I Use as a Data Analyst,42097,1534,72,1/4/2024
LukeBarousse,ChatGPT’s Best Plugin Was Terminated,18145,429,31,12/21/2023
LukeBarousse,I paid $16 for Grok... so you don’t have to,31912,655,65,12/14/2023
LukeBarousse,Google Lied To Us,24914,876,68,12/8/2023
LukeBarousse,Gemini - Google's Competitor to ChatGPT,37345,684,59,12/7/2023
LukeBarousse,I Built A Python Project WITHOUT Coding,13412,606,54,12/6/2023
LukeBarousse,How to be a top Swiftie? 🎧📊,13558,466,14,11/30/2023
LukeBarousse,ChatGPT for Data Analytics: Beginner Tutorial,95031,2379,117,11/27/2023
LukeBarousse,Excel's Major Upgrade: CoPilot (Microsoft Event Recap),151225,2052,111,9/26/2023
LukeBarousse,This ChatGPT Change is HUGE for Data Analysts,23509,862,66,9/17/2023
LukeBarousse,Python In Excel: Microsoft Changed EVERYTHING,453658,7000,342,9/6/2023
LukeBarousse,ChatGPT's 'Advanced Data Analysis' is OBSOLETE ☠️ (formerly called 'Code Interpreter'),117880,2040,117,8/20/2023
LukeBarousse,The End of Data Analysts?!? (ChatGPT's Code Interpreter),245937,4373,313,7/26/2023
LukeBarousse,How I use ChatGPT as a Data Analyst,294462,4951,192,7/7/2023
LukeBarousse,ChatGPT vs. Bard for Data Analysts,70333,1400,115,5/20/2023
LukeBarousse,Google’s BI vs. Advanced Data Analytics Certificates,162666,7023,269,4/13/2023
LukeBarousse,Freelance Jobs in Data Science ft.@ShashankData,107831,4903,10,3/27/2023
LukeBarousse,Gain Experience WITHOUT a Job 🤯,48800,3779,42,3/24/2023
LukeBarousse,How I find Projects as a Data Analyst,74810,5060,30,3/22/2023
LukeBarousse,How I Learn Faster with THIS 😴,23677,1853,33,3/20/2023
LukeBarousse,How I Remember Everything I Learn 🧠,30703,1978,17,3/17/2023
LukeBarousse,How I Learn 🧠,22089,1580,12,3/15/2023
LukeBarousse,How I use Statistics as a Data Analyst,61504,2928,26,3/13/2023
LukeBarousse,How I use Math as a Data Analyst,93403,4736,30,3/10/2023
LukeBarousse,How much Math for Data Analysis,32112,1472,24,3/8/2023
LukeBarousse,Is a Data Science Degree really necessary? 🤔,35388,1415,10,3/6/2023
LukeBarousse,Secrets of a Data Science Hiring Manager 🤫 - Pt.2,8677,414,0,3/3/2023
LukeBarousse,Secrets of a Data Science Hiring Manager 🤫,15271,972,10,3/1/2023
LukeBarousse,SQL... but for non-data nerds,61562,4223,28,2/27/2023
LukeBarousse,Popular SQL databases for data nerds,23031,1786,18,2/24/2023
LukeBarousse,What is SQL?!?,87522,3904,25,2/22/2023
LukeBarousse,How I use SQL as a data analyst,247109,12554,101,2/20/2023
LukeBarousse,"I analyzed 3,735,365 jobs to solve THIS",305498,15658,1194,2/17/2023
LukeBarousse,Hacking data for my subscribers,14250,1361,27,2/16/2023
LukeBarousse,I built an app for data nerds,27738,2334,35,2/14/2023
LukeBarousse,"How I saved $3,000 on ""The Cloud”? ☁️",8517,483,13,2/10/2023
LukeBarousse,What jobs are in Data Science? 🤓,45129,2690,18,2/8/2023
LukeBarousse,Can you automate a job search? 😳🤖,21454,1099,12,2/6/2023
LukeBarousse,Degrees. Are they overrated?!?,9160,580,14,2/3/2023
LukeBarousse,Data Job with NO degree ❌🎓🤯,37181,2006,41,2/1/2023
LukeBarousse,Rejection is never easy 😔,18528,1271,28,1/30/2023
LukeBarousse,Top Excel courses for Data Analysts 🧑‍🎓📊,144770,9952,78,1/20/2023
LukeBarousse,Data Science with NO coding 😳👨🏼‍💻,32639,1662,33,1/18/2023
LukeBarousse,Degrees vs. Experience in Data Science 📜 🆚 📊,47942,2644,41,1/16/2023
LukeBarousse,Data Analyst's first course 🧑‍💻,15979,1573,24,1/13/2023
LukeBarousse,Data Analysts are lowest paid in Data Science 💸🥵,64674,3375,62,1/11/2023
LukeBarousse,Day in the life of a Data Analyst 🤓📊,217201,14466,103,1/10/2023
LukeBarousse,Why you never stop learning in Data Science 🧠🤓,15718,1027,13,1/5/2023
LukeBarousse,How THIS got me a Data Analyst job 🤓📈,36201,2479,33,1/4/2023
LukeBarousse,If I had to start over as a Data Analyst 🤓📊,23989,1980,9,1/3/2023
LukeBarousse,How to learn to be a Data Analyst 🤓📊,59616,4201,21,1/2/2023
LukeBarousse,Python 🐍 and R 🏴‍☠️ course recommendations,25710,1715,13,12/29/2022
LukeBarousse,Working with 😰 social anxiety,7637,367,11,12/28/2022
LukeBarousse,Python 🐍 Vs. R  🏴‍☠️,104192,3930,65,12/22/2022
LukeBarousse,Top Skills of a Data Analyst 🤓📊,35737,2742,49,12/20/2022
LukeBarousse,I became a famous rapper (with ChatGPT) 🤖🎙️,7978,311,18,12/18/2022
LukeBarousse,What the HECK is a “Data Pipeline”? 👩🏻‍🔧📊🪠,25753,1516,17,12/16/2022
LukeBarousse,Should you learn Python? 🐍💻🤓,54046,2972,32,12/14/2022
LukeBarousse,Ticketmaster EXPOSED by Data Nerds 🤓  (Taylor Swift - Eras Tour),11329,487,12,12/12/2022
LukeBarousse,Data Science Jobs WITHOUT Experience 🤷🏼‍♂️❌🧑‍💻,20331,1510,14,12/8/2022
LukeBarousse,Get NOTICED in Data Science 👀🧑‍💻📊,16552,1321,4,12/6/2022
LukeBarousse,Nightmares of Microsoft Excel ☠️📊😵,126484,1931,75,12/2/2022
LukeBarousse,How I use Excel as a Data Analyst 📊🤓,148918,7580,57,12/1/2022
LukeBarousse,Non-Python Machine Learning Tools ❌🐍🤖,36622,1421,32,11/30/2022
LukeBarousse,How I use Python as a Data Analyst,422615,15908,524,11/25/2022
LukeBarousse,How to become a Data Analyst? 🤓,31521,2420,24,11/25/2022
LukeBarousse,What is Machine Learning? 🤖📚,35462,2200,18,11/22/2022
LukeBarousse,Is web scraping legal? 🫢😳,637479,17624,382,11/20/2022
LukeBarousse,Are degrees overrated? 👎🏼📜🚫,51448,2753,58,10/27/2022
LukeBarousse,THEY became Data Analysts with NO degree,76891,3581,391,10/12/2022
LukeBarousse,Tools you should know as a Data Analyst,50441,1884,130,9/20/2022
LukeBarousse,How I use Machine Learning as a Data Analyst,123611,4116,183,8/30/2022
LukeBarousse,How I use Math as a Data Analyst,113441,5046,301,6/10/2022
LukeBarousse,Data Analyst vs. Data Scientist (funny!),49746,2168,264,5/24/2022
LukeBarousse,How I use Excel as a Data Analyst,457354,14541,556,5/16/2022
LukeBarousse,PROJECTS that landed Data Jobs for my Subscribers,335248,14373,348,4/13/2022
LukeBarousse,They became Data Analysts with THIS - Google Data Analytics Certificate: One Year Later,523233,16271,973,4/1/2022
LukeBarousse,How I find projects as a Data Analyst,129297,6015,206,3/7/2022
LukeBarousse,How I learned how to learn,142122,6878,368,2/25/2022
LukeBarousse,The book every Data Analyst should read,211743,10457,314,2/8/2022
LukeBarousse,How I use SQL as a Data Analyst,892194,30463,898,1/28/2022
LukeBarousse,Why you should NOT be a Data Analyst,184706,5034,465,1/14/2022
LukeBarousse,How I Would Learn to be a Data Analyst,1625427,64970,1369,1/5/2022
LukeBarousse,Top Courses to Become a Data Analyst,619155,27635,819,12/27/2021
LukeBarousse,Mac vs PC for Data Science (SPOILER: Don't get a Mac...),249385,5300,472,12/16/2021
